"Seat","Num","Justice","Clerk","Started","Finished","School","Previous.Clerkship"
"10","96","Marshall, T","Gewirtz, Paul","1971","1972","Yale","Frankel"
"10","96","Marshall, T","Saltzburg, Stephen A.","1971","1972","Penn","Weigel"
"10","96","Marshall, T","Underwood, Barbara D.","1971","1972","Georgetown","Bazelon"
"10","96","Marshall, T","Seidman, Louis Michael","1972","1973","Harvard","J. S. Wright"
"10","96","Marshall, T","Tushnet, Mark","1972","1973","Yale","McCree"
"10","96","Marshall, T","Feinberg, Ira M.","1973","1974","Harvard","J. S. Wright"
"10","96","Marshall, T","Bryson, William C.","1974","1975","Texas","Friendly"
"10","96","Marshall, T","Ginsburg, Douglas H.","1974","1975","Chicago","McGowan"
"10","96","Marshall, T","Williams, Karen Hastie","1974","1975","Catholic","S. Robinson"
"10","96","Marshall, T","Baine, Kevin T.","1975","1976","Penn",""
"10","96","Marshall, T","Diskant, Gregory L.","1975","1976","Columbia","J. S. Wright"
"10","96","Marshall, T","Bloch, Susan Low","1976","1977","Michigan","S. Robinson"
"10","96","Marshall, T","Semonoff, Ellen M.","1976","1977","Harvard",""
"10","96","Marshall, T","Berchin, Sondra E.","1977","1978","UCLA","Oakes"
"10","96","Marshall, T","Rhode, Deborah L.","1978","1979","Yale","Gurfein"
"10","96","Marshall, T","Weiner, Robert N.","1978","1979","Yale","Friendly"
"10","96","Marshall, T","Alexander, Janet Cooper","1979","1980","Berkeley","Hufstedler"
"10","96","Marshall, T","Frickey, Philip P.","1979","1980","Michigan","Wisdom"
"10","96","Marshall, T","Sunstein, Cass","1979","1980","Harvard","Kaplan"
"10","96","Marshall, T","Clary, Richard","1979","1980","Harvard","Mansfield"
"10","96","Marshall, T","Carter, Stephen L.","1980","1981","Yale","S. Robinson"
"10","96","Marshall, T","Minow, Martha","1980","1981","Yale","Bazelon"
"10","96","Marshall, T","Ogunlesi, Adebayo","1980","1981","Harvard",""
"10","96","Marshall, T","Siciliano, John","1980","1981","Columbia","Feinberg"
"10","96","Marshall, T","Glover, Stephen I.","1981","1982","Harvard","J. S. Wright"
"10","96","Marshall, T","Simons, Kenneth W.","1981","1982","Michigan","Oakes"
"10","96","Marshall, T","Whitner, Virginia","1981","1982","Virginia","Seitz"
"10","96","Marshall, T","Wilkins, David B.","1981","1982","Harvard","Feinberg"
"10","96","Marshall, T","Green, Bruce A.","1982","1983","Columbia","Oakes"
"10","96","Marshall, T","Fisher, William W.","1983","1984","Harvard","H. Edwards"
"10","96","Marshall, T","Gellhorn, Gay","1983","1984","Seattle","Oakes"
"10","96","Marshall, T","Jackson, Howell E.","1983","1984","Harvard","Newman"
"10","96","Marshall, T","Kennedy, Randall","1983","1984","Yale","J. S. Wright"
"10","96","Marshall, T","Kamiat, Walter A.","1984","1985","Stanford","J. S. Wright"
"10","96","Marshall, T","Pildes, Richard","1984","1985","Harvard","Mikva"
"10","96","Marshall, T","Revesz, Richard","1984","1985","Yale","Feinberg"
"10","96","Marshall, T","Seligman, Nicole","1984","1985","Harvard","H. Edwards"
"10","96","Marshall, T","Brown, Rebecca Latham","1985","1986","Georgetown","S. Robinson"
"10","96","Marshall, T","Mahoney, Paul","1985","1986","Yale","R. Winter"
"10","96","Marshall, T","Richman, Daniel C.","1985","1986","Yale","Feinberg"
"10","96","Marshall, T","Weinberg, Jonathan","1985","1986","Columbia","R. B. Ginsburg"
"10","96","Marshall, T","Darbyshire, Glen M.","1986","1987","Georgia","F. Johnson"
"10","96","Marshall, T","Moglen, Eben","1986","1987","Yale","Weinfeld"
"10","96","Marshall, T","Raymond, Margaret","1986","1987","Columbia","Oakes"
"10","96","Marshall, T","Schwartz, Jonathan","1986","1987","Stanford",""
"10","96","Marshall, T","Kagan, Elena","1987","1988","Harvard","Mikva"
"10","96","Marshall, T","Litman, Harry P.","1987","1988","Berkeley","Mikva"
"10","96","Marshall, T","Steiker, Carol S.","1987","1988","Harvard","J. S. Wright"
"10","96","Marshall, T","Engelmayer, Paul A.","1988","1989","Harvard","Wald"
"10","96","Marshall, T","Tahyar, Margaret E.","1988","1989","Columbia","Bork"
"10","96","Marshall, T","Garrett, Elizabeth","1989","1990","Virginia","S. Williams"
"10","96","Marshall, T","Priest, Gregory M.","1989","1990","Stanford","D. Ginsburg"
"10","96","Marshall, T","Steiker, Jordan M.","1989","1990","Harvard","L. Pollak"
"10","96","Marshall, T","Vatis, Michael","1989","1990","Harvard","R. B. Ginsburg"
"10","96","Marshall, T","Brewer, Scott","1990","1991","Yale","H. Edwards"
"10","96","Marshall, T","Cashin, Sheryll D.","1990","1991","Harvard","Mikva"
"10","96","Marshall, T","Davis, Michael","1990","1991","Harvard","Oakes"
"10","96","Marshall, T","Kahan, Dan M.","1990","1991","Harvard","H. Edwards"
"10","96","Marshall, T","O'Connor","1991","1992","Harvard","W. Norris"
"10","106","Thomas, C","Katsas, Gregory G.","1991","1992","Harvard","C. Thomas"
"10","106","Thomas, C","Landau, Christopher","1991","1992","Harvard","Scalia"
"10","106","Thomas, C","Maggs, Gregory E.","1991","1992","Harvard","Kennedy"
"10","106","Thomas, C","Siegel, Arnon D.","1991","1992","Yale","C. Thomas"
"10","106","Thomas, C","Bradbury, Steven G.","1992","1993","Michigan","Buckley"
"10","106","Thomas, C","Chen, Jim","1992","1993","Harvard","Luttig"
"10","106","Thomas, C","Himmelfarb, Dan","1992","1993","Yale","Luttig"
"10","106","Thomas, C","Ingraham, Laura","1992","1993","Virginia","R. Winter"
"10","106","Thomas, C","Eid, Allison H.","1993","1994","Chicago","J. E. Smith"
"10","106","Thomas, C","Nelson, Eric C.","1993","1994","Yale","Luttig"
"10","106","Thomas, C","Philbin, Patrick F.","1993","1994","Harvard","Silberman"
"10","106","Thomas, C","Smith, Stephen F.","1993","1994","Virginia","Sentelle"
"10","106","Thomas, C","Lee, Thomas R.","1994","1995","Chicago","Wilkinson"
"10","106","Thomas, C","Nelson, Caleb","1994","1995","Yale","S. Williams"
"10","106","Thomas, C","Prakash, Saikrishna B.","1994","1995","Yale","Silberman"
"10","106","Thomas, C","Yoo, John","1994","1995","Yale","Silberman"
"10","106","Thomas, C","Coleman, Gregory S.","1995","1996","Texas","E. Jones"
"10","106","Thomas, C","Gallancy, Laurie Allen","1995","1996","Chicago","D. Ginsburg"
"10","106","Thomas, C","Primis, Craig S.","1995","1996","Harvard","Luttig"
"10","106","Thomas, C","Walker, Helgi C.","1995","1996","Virginia","Wilkinson"
"10","106","Thomas, C","Cullen, Brendan P.","1996","1997","Stanford","Silberman"
"10","106","Thomas, C","Eastman, John C.","1996","1997","Chicago","Luttig"
"10","106","Thomas, C","Jaffe, Erik S.","1996","1997","Columbia","D. Ginsburg"
"10","106","Thomas, C","O'Neill, Michael E.","1996","1997","Yale","Sentelle"
"10","106","Thomas, C","Long, Arthur S.","1997","1998","Harvard","Luttig"
"10","106","Thomas, C","Nichols, Carl J.","1997","1998","Chicago","Silberman"
"10","106","Thomas, C","Long, Wendy E.","1997","1998","Northwestern","R. Winter"
"10","106","Thomas, C","Wood, John F.","1997","1998","Harvard","Luttig"
"10","106","Thomas, C","Garnett, Nicole Stelle","1998","1999","Yale","M. Arnold"
"10","106","Thomas, C","Kadel, Eric J.","1998","1999","Virginia","Silberman"
"10","106","Thomas, C","O'Daniel, Patrick L.","1998","1999","Texas","Garwood"
"10","106","Thomas, C","Rutledge, Peter B.","1998","1999","Chicago","Wilkinson"
"10","106","Thomas, C","Cottreau, Steven T.","1999","2000","NYU","Wilkinson"
"10","106","Thomas, C","Marshall, C. Kevin","1999","2000","Chicago","Luttig"
"10","106","Thomas, C","Silverberg, Kristen L.","1999","2000","Texas","Sentelle"
"10","106","Thomas, C","Weisburst, Sanford I.","1999","2000","Chicago","Silberman"
"10","106","Thomas, C","Cohn, Jonathan F.","2000","2001","Harvard","9th Cir."
"10","106","Thomas, C","Comerford, Kathryn L.","2000","2001","Harvard","Luttig"
"10","106","Thomas, C","Miller, Eric D.","2000","2001","Chicago","Silberman"
"10","106","Thomas, C","Scarlett, Ann M.","2000","2001","Kansas","Bowman"
"10","106","Thomas, C","Berry, Matthew B.","2001","2002","Yale","Silberman"
"10","106","Thomas, C","Mandelker, Sigal P.","2001","2002","Penn","E. Jones"
"10","106","Thomas, C","Rao, Neomi J.","2001","2002","Chicago","Wilkinson"
"10","106","Thomas, C","Ryan, Margaret A.","2001","2002","Notre Dame","Luttig"
"10","106","Thomas, C","Dorfman, Victoria","2002","2003","Harvard","Luttig"
"10","106","Thomas, C","Mortara, Adam K.","2002","2003","Chicago","P. Higginbotham"
"10","106","Thomas, C","Stras, David R.","2002","2003","Kansas","Luttig"
"10","106","Thomas, C","Toro, Emin","2002","2003","North Carolina","K. Henderson"
"10","106","Thomas, C","Corn, Richard M.","2003","2004","Chicago","Luttig"
"10","106","Thomas, C","Eisenberg, John A.","2003","2004","Yale","Luttig"
"10","106","Thomas, C","McGimsey, Diane L.","2003","2004","Berkeley","Wilkinson"
"10","106","Thomas, C","Smith, Hannah Clayson","2003","2004","BYU","Alito"
"10","106","Thomas, C","Hardy, Jennifer L.","2004","2005","Yale","E. Garza"
"10","106","Thomas, C","Pacold, Martha M.","2004","2005","Chicago","Bybee"
"10","106","Thomas, C","Wall, Jeffrey B.","2004","2005","Chicago","Wilkinson"
"10","106","Thomas, C","Whitaker, Henry C.","2004","2005","Harvard","Sentelle"
"10","106","Thomas, C","Febus, Chantel","2005","2006","GW","E. Jones"
"10","106","Thomas, C","Ho, James C.","2005","2006","Chicago","J. E. Smith"
"10","106","Thomas, C","Hughes, John M.","2005","2006","Chicago","Luttig"
"10","106","Thomas, C","Johnson, Ashley E.","2005","2006","Vanderbilt","Luttig"
"10","106","Thomas, C","Adams, John D.","2006","2007","Virginia","Sentelle"
"10","106","Thomas, C","Bragdon, David A.","2006","2007","Virginia","S. Williams"
"10","106","Thomas, C","Conrad, Adam","2006","2007","Georgia","Sentelle"
"10","106","Thomas, C","Leibe, Brandt","2006","2007","Yale","Luttig"
"10","106","Thomas, C","McArthur, Eric","2007","2008","Chicago","Luttig"
"10","106","Thomas, C","Severino, Carrie","2007","2008","Harvard","Sentelle"
"10","106","Thomas, C","Tarbert, Heath","2007","2008","Penn","D. Ginsburg"
"10","106","Thomas, C","Thompson, Leila K.","2007","2008","NYU","Sentelle"
"10","106","Thomas, C","Consovoy, William S.","2008","2009","George Mason","E. Jones"
"10","106","Thomas, C","Evans, Claire","2008","2009","","Sentelle"
"10","106","Thomas, C","Mascott, Jennifer","2008","2009","GW","Kavanaugh"
"10","106","Thomas, C","Strawbridge, Patrick","2008","2009","Creighton","M. Arnold"
"10","106","Thomas, C","Green, Tyler R.","2009","2010","Utah","McConnell"
"10","106","Thomas, C","Morrissey, Brian P.","2009","2010","Notre Dame","9th Cir."
"10","106","Thomas, C","Papez, Elizabeth","2009","2010","Harvard","Boggs"
"10","106","Thomas, C","Stith, Marah C.","2009","2010","Yale","9th Cir."
"10","106","Thomas, C","Fitzgerald, Matthew A.","2010","2011","Virginia","Carnes"
"10","106","Thomas, C","Jones, Allison B.","2010","2011","Duke","Sentelle"
"10","106","Thomas, C","Lin, Elbert","2010","2011","Yale","W. Pryor"
"10","106","Thomas, C","Peterson, William R.","2010","2011","Texas","E. Jones"
"10","106","Thomas, C","Hardy, Liam","2011","2012","Georgetown","Ryan"
"10","106","Thomas, C","Lea, Brian","2011","2012","Georgia","Carnes"
"10","106","Thomas, C","Nicholson, Matt","2011","2012","Virginia","Wilkinson"
"10","106","Thomas, C","Stratton, Michelle","2011","2012","LSU","E. Jones"
"10","106","Thomas, C","Dunn, Robert","2012","2013","Chicago","9th Cir."
"10","106","Thomas, C","Morrell, David","2012","2013","Yale","E. Jones"
"10","106","Thomas, C","Skarin, Kenton","2012","2013","Northwestern","Wilkinson"
"10","106","Thomas, C","Galeria, Janet","2012","2013","Berkeley","Griffith"
"10","106","Thomas, C","Ricketts, Rebekah Perry","2013","0","Yale","Cabranes"
"10","106","Thomas, C","Pinson, Andrew","2013","0","Georgia","Sentelle"
"10","106","Thomas, C","Schmalzbach, Brian","2013","0","Virginia","Wilkinson"
"10","106","Thomas, C","Yarger, Katherine","2013","0","Duke","Gorsuch"
